borrower_id,age,gender,education,marital_status,num_dependents,residence_type,income,employment_status,loan_amount,loan_term,interest_rate,credit_score,debt_to_income_ratio,existing_loan_balance,previous_loans,previous_default,loan_purpose,monthly_repayment,risk
52538,57,Female,PhD,Widowed,1,Rent,53941,Self-Employed,282798,60,3.15,755,0.29,81947,1,0,Debt consolidation,5275.66,Low
73113,36,Female,High School,Single,1,Rent,17149,Employed,127892,36,6.78,652,0.33,134320,4,0,Medical expenses,3661.89,High
61842,47,Female,Master,Divorced,4,Rent,67815,Self-Employed,363273,60,4.19,766,0.26,140227,3,0,Home improvement,10094.66,Low
60239,37,Male,PhD,Divorced,0,Own,69168,Self-Employed,144159,60,6.46,750,0.3,86311,2,0,Debt consolidation,3178.71,Low
43872,37,Male,Bachelor,Single,0,Rent,121,Unemployed,199340,60,4.97,654,0.29,115424,1,1,Car purchase,5554.63,High
33275,63,Female,High School,Single,4,Rent,97101,Employed,382688,60,3.56,767,0.21,90394,5,0,Car purchase,12853.44,Low
66617,55,Male,Bachelor,Divorced,1,Rent,58126,Self-Employed,369315,36,3.8,752,0.23,186821,5,0,Education,3959.95,Low
43425,31,Male,PhD,Married,2,Own,101707,Self-Employed,325180,48,5.92,792,0.4,148482,5,0,Debt consolidation,7777.28,High
13694,33,Female,PhD,Married,4,Own,63397,Self-Employed,211356,48,4.04,800,0.28,187914,1,0,Home improvement,11748.94,Low
62079,64,Female,Master,Married,3,Rent,63762,Employed,306539,60,3.38,759,0.25,167973,5,0,Medical expenses,6937.42,Low
49938,50,Female,Bachelor,Married,4,Own,6304,Self-Employed,159315,48,6.6,688,0.35,129861,3,1,Home improvement,3220.74,High
47061,50,Male,Master,Single,0,Rent,77166,Self-Employed,282867,36,3.24,772,0.34,31213,3,1,Education,9538.01,Medium
20206,20,Female,High School,Widowed,0,Own,5660,Self-Employed,148182,48,3.58,746,0.23,131502,3,1,Education,2310.29,High
27477,44,Female,High School,Married,3,Own,85830,Self-Employed,209667,36,3.79,746,0.37,100964,3,0,Medical expenses,5982.31,High
77216,51,Male,Master,Married,5,Own,76990,Employed,236540,36,5.7,756,0.24,115980,2,0,Debt consolidation,11147.33,Low
65446,60,Male,PhD,Widowed,5,Rent,73537,Employed,203294,48,5.07,752,0.31,62785,4,1,Medical expenses,5811.38,Medium
84321,50,Male,High School,Single,5,Own,51061,Employed,183445,36,4.28,778,0.29,137554,4,0,Car purchase,9080.6,Low
48773,34,Female,High School,Divorced,5,Rent,105554,Employed,383549,60,3.13,770,0.24,190125,1,0,Medical expenses,12686.23,Low
68884,22,Female,PhD,Single,3,Own,61013,Self-Employed,144754,36,5.45,692,0.4,35360,5,1,Education,4087.6,High
21419,58,Female,PhD,Married,0,Rent,74363,Employed,164924,48,3.07,768,0.2,141806,1,0,Car purchase,11872.58,Low
95420,65,Male,Bachelor,Married,4,Own,101835,Employed,390345,60,4.23,778,0.23,167578,2,0,Car purchase,10938.1,Low
86194,22,Female,Master,Married,0,Rent,83065,Self-Employed,141395,36,3.22,787,0.25,11029,2,0,Debt consolidation,4324.01,High
36392,33,Female,PhD,Divorced,5,Own,40378,Employed,128116,36,4.78,700,0.22,58431,4,1,Medical expenses,4676.75,Medium
18999,42,Female,Master,Widowed,3,Own,202,Unemployed,162814,48,7.45,741,0.34,153063,2,1,Home improvement,4115.11,High
82997,51,Male,PhD,Divorced,1,Rent,74162,Employed,180826,36,3.05,766,0.28,182717,1,0,Car purchase,11144.22,Low
13825,48,Male,PhD,Married,5,Rent,86890,Self-Employed,324025,60,6.1,755,0.36,71569,3,0,Home improvement,7047.54,High
57002,64,Male,Master,Married,1,Own,61123,Employed,159083,60,4.05,750,0.2,44817,4,0,Car purchase,11952.14,Low
17611,38,Male,Bachelor,Single,1,Own,44874,Employed,243850,48,3.84,728,0.39,136397,5,0,Home improvement,5860.53,High
97034,46,Female,High School,Divorced,0,Own,93591,Self-Employed,391688,60,4.36,770,0.32,107421,5,0,Home improvement,7951.27,Medium
86711,54,Female,PhD,Single,3,Own,103043,Employed,389352,60,4.12,750,0.26,196987,5,0,Car purchase,3657.63,Low
32143,25,Female,Bachelor,Widowed,4,Own,13065,Self-Employed,168852,36,5.62,755,0.33,52173,4,1,Home improvement,3900.25,High
16309,28,Male,Bachelor,Widowed,3,Own,34143,Unemployed,61120,36,6.44,650,0.25,167501,3,1,Debt consolidation,1995.24,High
62919,61,Female,Master,Divorced,3,Rent,119659,Self-Employed,169359,60,4.29,798,0.31,80676,3,1,Home improvement,4029.69,Medium
74154,54,Female,PhD,Divorced,5,Rent,56313,Self-Employed,388371,36,3.19,778,0.28,151773,1,0,Car purchase,5909.35,Low
23823,61,Male,Bachelor,Widowed,5,Own,118800,Self-Employed,187964,36,4.09,797,0.24,180718,1,1,Medical expenses,5861.87,Medium
93813,43,Female,PhD,Divorced,4,Own,10775,Unemployed,95150,60,6.78,689,0.22,118134,1,0,Debt consolidation,3167.56,High
35005,25,Male,Bachelor,Married,3,Rent,32548,Self-Employed,56840,36,5.56,678,0.29,133650,3,1,Medical expenses,1842.25,High
72467,29,Male,High School,Single,2,Rent,9248,Unemployed,80783,60,7.03,663,0.37,153963,1,0,Education,2163.47,High
76016,65,Male,Master,Single,4,Rent,61132,Self-Employed,293123,48,3.05,759,0.3,196987,1,0,Medical expenses,10588.81,Low
58092,62,Male,PhD,Single,1,Own,56501,Self-Employed,101070,60,3.42,654,0.37,32903,2,0,Education,2201.67,High
89224,60,Male,PhD,Married,4,Own,112717,Self-Employed,144159,60,7.96,750,0.28,113018,4,0,Car purchase,9041.06,Low
67376,59,Female,Bachelor,Widowed,4,Rent,69447,Self-Employed,249104,48,4.32,764,0.3,148673,2,0,Home improvement,5008.0,Low
58707,61,Female,High School,Married,0,Rent,95526,Self-Employed,390918,36,3.06,785,0.24,84947,4,0,Debt consolidation,4881.77,Low
10332,33,Male,Bachelor,Divorced,2,Rent,92457,Employed,270222,48,6.42,764,0.29,183968,2,0,Car purchase,7581.79,Low
22473,21,Female,High School,Divorced,2,Own,20,Unemployed,61181,48,6.6,650,0.29,124332,3,1,Education,2049.69,High
29133,54,Male,PhD,Divorced,4,Rent,119659,Self-Employed,345430,60,5.84,795,0.31,195459,1,0,Medical expenses,10480.24,Medium
71155,60,Male,Master,Divorced,3,Own,55442,Self-Employed,209373,36,4.74,760,0.26,59593,1,0,Debt consolidation,6881.21,Low
92208,49,Female,Master,Married,0,Rent,57203,Employed,198448,48,4.33,796,0.22,117291,3,0,Home improvement,11474.04,Low
10490,63,Female,High School,Widowed,3,Rent,49395,Employed,203497,48,6.48,706,0.35,54229,1,1,Home improvement,5338.4,Medium
76575,64,Female,PhD,Married,5,Rent,89499,Self-Employed,144540,60,3.31,766,0.23,149969,4,0,Car purchase,7646.64,Low
84986,57,Male,PhD,Single,5,Rent,70394,Self-Employed,212175,60,3.42,779,0.27,37414,2,0,Car purchase,8751.96,Low
51538,47,Male,Master,Single,3,Own,85021,Self-Employed,309994,48,3.91,731,0.22,86256,1,0,Medical expenses,8047.53,High
32366,56,Male,PhD,Divorced,1,Own,93554,Self-Employed,187628,60,7.54,789,0.25,128169,1,0,Car purchase,9684.43,Low
91910,52,Female,Bachelor,Single,0,Rent,106027,Self-Employed,144159,48,3.05,772,0.27,86909,2,0,Debt consolidation,12960.02,Low
64677,30,Male,High School,Married,1,Own,66193,Self-Employed,210837,60,7.74,729,0.24,194376,1,1,Car purchase,5675.03,Medium
10908,49,Male,PhD,Married,4,Rent,59052,Employed,208774,48,7.67,732,0.25,10672,3,1,Medical expenses,5683.87,Medium
71677,60,Female,PhD,Widowed,3,Rent,54987,Self-Employed,209761,36,3.19,773,0.25,151672,3,0,Car purchase,9686.68,Low
17537,38,Male,PhD,Single,3,Rent,1,Unemployed,94205,48,6.42,653,0.22,35690,1,1,Education,2387.26,High
61913,47,Male,Master,Married,1,Own,76817,Self-Employed,216159,60,4.85,779,0.23,48022,5,0,Car purchase,8440.05,Low
34877,53,Female,PhD,Widowed,5,Own,104855,Self-Employed,329110,60,6.36,793,0.23,31453,4,1,Debt consolidation,9320.08,Medium
44115,20,Female,PhD,Single,2,Rent,18653,Unemployed,74921,36,5.85,680,0.3,103450,5,0,Debt consolidation,2446.38,High
11317,51,Male,PhD,Divorced,2,Rent,81800,Employed,386036,60,4.97,780,0.22,151131,1,1,Debt consolidation,10959.85,Medium
18855,46,Female,Master,Married,3,Rent,2751,Employed,157267,60,7.81,764,0.38,158891,1,1,Medical expenses,4812.7,High
14805,52,Male,Master,Widowed,4,Rent,79910,Employed,248251,36,3.83,771,0.28,155689,4,0,Debt consolidation,7473.51,Medium
12557,43,Male,Master,Married,4,Rent,77579,Employed,389308,60,4.0,757,0.22,194590,5,0,Car purchase,8653.99,Low
68061,27,Male,High School,Married,0,Rent,67855,Self-Employed,177886,48,6.45,707,0.35,45843,5,1,Car purchase,4340.54,High
72760,60,Female,PhD,Married,4,Own,49453,Employed,126219,48,3.94,651,0.31,101550,3,0,Car purchase,2520.01,High
79826,58,Female,Bachelor,Widowed,5,Own,100905,Self-Employed,194910,48,4.57,783,0.26,179297,1,0,Car purchase,10463.17,Low
59472,49,Female,PhD,Divorced,2,Rent,57482,Self-Employed,166470,36,5.67,713,0.34,23450,2,1,Education,4866.32,Medium
61112,42,Male,PhD,Married,1,Rent,70214,Employed,368824,48,3.97,761,0.33,158712,1,1,Medical expenses,8904.03,Medium
94994,23,Male,Bachelor,Widowed,4,Rent,28735,Unemployed,128089,60,5.84,673,0.28,177630,2,1,Car purchase,2976.35,High
15469,39,Male,Master,Single,3,Own,79369,Self-Employed,235385,36,4.72,784,0.24,124073,1,1,Medical expenses,6474.71,Medium
27326,35,Male,Master,Divorced,1,Own,6839,Unemployed,55807,36,3.83,650,0.25,159835,3,0,Education,1399.12,High
55841,36,Male,Master,Married,3,Rent,2773,Employed,130769,60,4.0,656,0.38,146790,3,0,Home improvement,4340.01,High
12753,25,Female,Bachelor,Widowed,3,Rent,34191,Unemployed,56962,60,6.92,653,0.34,65912,3,0,Medical expenses,1508.09,High
68584,65,Male,Bachelor,Married,3,Rent,24300,Employed,151419,48,6.66,701,0.28,33001,1,0,Home improvement,4061.54,High
63383,26,Female,Bachelor,Widowed,1,Rent,12019,Unemployed,92613,48,4.89,683,0.34,126237,2,0,Home improvement,2306.84,High
95333,56,Female,Bachelor,Married,1,Rent,97215,Self-Employed,194815,60,6.43,798,0.23,152520,2,0,Car purchase,7900.43,Low
16898,38,Male,Master,Divorced,4,Own,51702,Self-Employed,339196,48,6.29,760,0.28,152129,5,0,Home improvement,5562.32,Low
89246,60,Female,Bachelor,Married,3,Rent,49,Unemployed,123686,48,5.52,666,0.3,163830,1,0,Home improvement,3251.64,High
81174,21,Female,Bachelor,Divorced,2,Own,37238,Unemployed,75910,48,4.32,664,0.25,38163,3,0,Education,1980.95,High
53979,29,Male,PhD,Divorced,0,Own,29332,Employed,120329,36,5.27,693,0.35,78724,5,1,Car purchase,3870.92,High
89532,43,Female,Bachelor,Married,4,Own,80621,Self-Employed,374889,48,4.13,800,0.3,115228,5,0,Debt consolidation,4788.14,Low
70012,29,Male,Bachelor,Divorced,1,Rent,29432,Self-Employed,103249,60,7.74,656,0.2,59072,4,0,Medical expenses,2380.73,High
82759,51,Female,Bachelor,Married,3,Rent,19154,Unemployed,59447,48,7.31,652,0.29,130521,1,1,Medical expenses,1600.61,High
15528,58,Male,Master,Single,3,Own,47324,Self-Employed,335694,48,3.05,752,0.25,196987,3,0,Education,9723.61,Low
47620,38,Male,Master,Widowed,1,Rent,61604,Self-Employed,151591,60,4.4,800,0.3,153825,3,0,Home improvement,5162.1,Low
68725,49,Male,Master,Widowed,4,Rent,21728,Self-Employed,104501,60,5.76,657,0.29,107646,5,1,Car purchase,3769.39,High
19650,27,Female,Master,Widowed,2,Own,49282,Self-Employed,162556,60,3.69,714,0.27,167856,5,1,Medical expenses,4431.57,Medium
74149,28,Male,High School,Widowed,0,Rent,51639,Self-Employed,149022,36,6.15,706,0.34,68700,2,1,Home improvement,4743.86,Medium
49283,54,Male,High School,Widowed,2,Own,64488,Employed,181213,36,4.05,753,0.27,187353,4,0,Debt consolidation,4833.61,Low
48078,35,Male,Master,Single,5,Rent,48280,Employed,199421,48,5.76,703,0.33,194246,2,0,Education,5111.82,Medium
85718,60,Female,PhD,Single,0,Rent,80416,Employed,148382,48,4.37,745,0.31,10432,4,1,Medical expenses,4091.47,Medium
99198,45,Female,Bachelor,Widowed,1,Rent,43894,Self-Employed,159854,60,3.71,714,0.22,139182,1,1,Home improvement,3560.43,Medium
19749,25,Male,Bachelor,Married,3,Own,51206,Self-Employed,140405,36,4.49,727,0.35,91291,5,0,Car purchase,4425.49,Medium
75401,37,Female,Master,Divorced,2,Own,15109,Self-Employed,330555,48,3.81,724,0.4,50359,5,1,Medical expenses,4914.79,High
16228,44,Male,PhD,Single,0,Own,22994,Employed,115129,36,5.33,661,0.37,146835,2,1,Education,2458.71,High
40337,50,Female,Bachelor,Divorced,5,Own,109533,Self-Employed,352534,48,3.7,800,0.3,39622,3,0,Home improvement,12934.06,Low
23922,40,Male,Bachelor,Divorced,4,Own,70406,Self-Employed,289615,48,7.61,748,0.23,73878,5,1,Medical expenses,7507.87,Medium
60447,65,Male,PhD,Single,5,Own,92385,Employed,283765,48,4.31,749,0.33,31647,2,1,Education,7636.43,Medium
71123,22,Female,PhD,Widowed,3,Rent,31213,Self-Employed,66547,60,7.83,671,0.37,125423,1,1,Debt consolidation,1543.34,High
20849,51,Male,Bachelor,Divorced,2,Own,104177,Employed,212893,48,6.34,757,0.29,81516,5,0,Car purchase,8840.55,Low
38715,59,Male,High School,Divorced,3,Own,16730,Unemployed,125353,36,3.63,670,0.33,127958,4,1,Home improvement,3861.22,High
73099,61,Male,Master,Married,5,Rent,7625,Self-Employed,350841,60,5.67,734,0.36,48440,5,0,Debt consolidation,8034.17,High
32075,60,Female,Master,Married,4,Rent,95904,Employed,233241,36,5.57,772,0.3,124461,3,0,Car purchase,4480.3,Low
80792,20,Male,Bachelor,Single,5,Own,56647,Employed,152105,36,4.12,706,0.25,185294,2,0,Car purchase,3890.96,Medium
54211,61,Female,Bachelor,Widowed,0,Rent,71926,Employed,389375,36,3.98,796,0.22,38156,3,0,Medical expenses,9241.14,Low
38887,61,Female,Bachelor,Married,2,Rent,60424,Employed,212015,36,5.83,760,0.21,82772,5,0,Education,9327.11,Low
48891,60,Male,Master,Widowed,3,Rent,59190,Self-Employed,265396,36,4.39,658,0.39,108422,3,1,Debt consolidation,5864.02,High
32565,38,Male,Bachelor,Married,0,Own,0,Unemployed,127539,48,7.18,667,0.2,122226,2,0,Car purchase,3420.17,High
15222,54,Male,Bachelor,Widowed,4,Rent,83139,Employed,395414,60,3.9,751,0.25,63950,2,1,Debt consolidation,7875.33,Medium
22904,51,Male,Bachelor,Single,3,Own,64848,Employed,168699,60,6.64,787,0.2,97808,5,0,Medical expenses,12197.53,Low
73897,47,Male,Master,Divorced,3,Own,67327,Employed,136516,36,5.01,730,0.2,83780,4,1,Medical expenses,4931.64,Medium
42952,49,Female,PhD,Widowed,0,Own,82347,Employed,206782,36,4.54,791,0.2,180128,1,0,Medical expenses,3899.8,Low
79333,38,Female,Bachelor,Divorced,1,Rent,72494,Employed,184548,48,3.92,737,0.35,182415,4,1,Education,4476.89,Medium
29249,54,Male,PhD,Married,3,Own,13046,Employed,128705,36,6.9,683,0.29,168296,1,1,Home improvement,3678.92,High
66738,64,Female,Master,Single,3,Rent,65900,Self-Employed,150212,48,4.26,756,0.22,128392,3,0,Education,10572.71,Low
49474,29,Male,Bachelor,Widowed,2,Rent,7757,Unemployed,132085,60,6.53,656,0.23,64541,3,0,Medical expenses,3100.91,High
88108,55,Male,Bachelor,Married,4,Rent,76050,Self-Employed,164075,60,7.77,676,0.37,158981,4,0,Debt consolidation,4733.92,High
63978,40,Male,PhD,Single,4,Rent,102360,Employed,214901,48,5.9,772,0.24,51164,4,0,Car purchase,4470.76,Medium
88939,21,Male,High School,Single,4,Rent,56105,Self-Employed,78645,60,4.42,677,0.37,91103,3,1,Home improvement,2478.73,High
50801,48,Female,PhD,Widowed,3,Own,73679,Employed,219243,36,3.35,780,0.29,179831,5,0,Home improvement,12825.45,Low
42517,65,Female,High School,Single,4,Rent,51561,Employed,167463,36,4.4,772,0.25,143480,2,0,Medical expenses,9926.11,Low
43042,39,Male,Bachelor,Single,1,Own,1129,Unemployed,207966,48,6.17,650,0.22,25838,1,1,Debt consolidation,4481.29,High
48738,55,Male,PhD,Single,1,Rent,67698,Self-Employed,140362,48,7.66,718,0.3,81676,4,1,Education,3820.19,Medium
45196,57,Female,PhD,Widowed,4,Rent,71339,Employed,387401,48,4.92,778,0.3,186528,5,0,Home improvement,12960.02,Low
46490,52,Male,PhD,Married,0,Own,89532,Employed,256461,48,7.13,784,0.33,60071,1,0,Debt consolidation,6866.74,Medium
14599,49,Male,Master,Single,3,Own,67072,Employed,200129,48,5.19,779,0.28,197899,3,0,Debt consolidation,4689.02,Medium
59270,41,Male,PhD,Widowed,5,Rent,91998,Self-Employed,282234,36,7.6,799,0.33,178464,3,0,Medical expenses,8236.65,Medium
91810,57,Female,High School,Widowed,3,Rent,105681,Self-Employed,282359,48,6.03,787,0.35,38526,4,1,Medical expenses,6885.85,Medium
80286,57,Male,Master,Single,2,Rent,54251,Unemployed,153209,60,3.3,674,0.27,134226,1,0,Car purchase,5025.59,High
90617,53,Female,High School,Divorced,4,Rent,51287,Self-Employed,128041,36,6.3,751,0.35,38689,3,0,Debt consolidation,4448.39,Medium
98952,44,Female,Master,Widowed,1,Rent,100076,Self-Employed,241670,60,4.27,750,0.22,155812,3,0,Home improvement,5976.14,Low
26123,51,Male,Bachelor,Widowed,4,Rent,70531,Self-Employed,337599,60,6.54,756,0.26,52326,1,0,Car purchase,12609.06,Low
83327,51,Male,PhD,Widowed,5,Rent,74602,Employed,250144,36,3.05,763,0.25,103325,2,0,Car purchase,8186.95,Low
98584,34,Female,High School,Married,0,Own,1499,Unemployed,135979,48,6.56,761,0.36,66146,4,0,Medical expenses,2788.92,High
45271,35,Male,Master,Divorced,4,Own,13865,Unemployed,78574,36,3.53,663,0.39,125205,4,1,Medical expenses,2413.75,High
10860,28,Female,Bachelor,Divorced,3,Rent,3498,Self-Employed,56322,36,5.44,650,0.25,167686,4,1,Debt consolidation,1160.6,High
89974,65,Female,PhD,Divorced,3,Own,95502,Employed,302476,36,4.34,750,0.29,70023,1,0,Medical expenses,7866.29,Low
37090,28,Female,PhD,Married,5,Own,22104,Unemployed,114415,36,3.48,688,0.22,110038,2,1,Education,3985.35,High
20553,65,Male,High School,Divorced,3,Own,48170,Employed,212708,48,6.4,711,0.2,51974,1,1,Debt consolidation,4047.92,High
85086,58,Male,Bachelor,Divorced,3,Own,95870,Employed,239696,60,5.73,761,0.29,76316,5,0,Home improvement,11089.21,Low
92160,52,Male,PhD,Married,5,Rent,115966,Self-Employed,264295,48,3.05,757,0.28,196987,5,0,Debt consolidation,5472.76,Low
70393,35,Female,PhD,Widowed,3,Rent,80879,Self-Employed,224509,48,7.49,774,0.24,71048,5,1,Home improvement,5480.32,Medium
93054,43,Male,PhD,Single,2,Own,62917,Employed,294765,60,7.4,740,0.29,20323,1,0,Education,7295.63,Medium
12352,58,Male,PhD,Divorced,2,Rent,42,Unemployed,64047,60,3.04,651,0.21,29462,5,0,Home improvement,1279.2,High
70197,47,Female,PhD,Widowed,0,Rent,66431,Self-Employed,145687,48,3.05,766,0.22,54824,1,0,Home improvement,12806.52,Low
91425,42,Female,High School,Single,1,Own,80096,Self-Employed,155285,48,5.72,750,0.25,180619,2,0,Medical expenses,8677.74,Low
81264,65,Male,High School,Married,1,Rent,19761,Employed,87787,60,3.56,713,0.36,37422,1,0,Car purchase,2812.43,High
27376,49,Female,Master,Widowed,3,Rent,105467,Employed,304100,60,3.28,784,0.21,134118,1,0,Debt consolidation,10573.27,Low
64406,38,Female,PhD,Divorced,2,Rent,62381,Self-Employed,175365,60,5.36,738,0.25,76389,2,1,Medical expenses,5050.0,Medium
43572,64,Male,Bachelor,Widowed,5,Rent,46802,Employed,194308,36,5.51,800,0.29,166138,1,0,Debt consolidation,4952.85,Low
66473,60,Female,Bachelor,Widowed,1,Own,80860,Self-Employed,331974,48,4.04,750,0.27,190578,1,0,Medical expenses,6701.22,Low
32100,30,Female,High School,Widowed,4,Rent,81053,Self-Employed,75077,48,5.04,671,0.31,188632,3,1,Debt consolidation,1791.39,High
69682,57,Male,High School,Single,2,Own,77310,Self-Employed,250412,60,5.43,788,0.29,55141,3,1,Home improvement,5306.65,Medium
34697,40,Male,Bachelor,Widowed,4,Rent,46160,Employed,169330,60,7.95,709,0.23,178761,2,0,Medical expenses,5409.33,Medium
46224,63,Male,High School,Married,2,Own,56248,Employed,247700,36,4.23,716,0.28,193331,3,1,Medical expenses,5061.0,Medium
79215,52,Male,Bachelor,Single,0,Rent,67011,Self-Employed,234903,48,3.24,743,0.24,187593,3,0,Medical expenses,5967.97,Medium
25697,56,Female,High School,Married,0,Rent,65002,Employed,114077,60,3.85,737,0.28,36828,5,1,Debt consolidation,2564.15,Medium
12423,28,Male,Master,Widowed,5,Own,34891,Employed,125378,48,5.94,682,0.34,130312,3,0,Debt consolidation,3232.66,High
68445,64,Female,PhD,Single,2,Rent,19585,Unemployed,100118,60,6.2,664,0.3,194714,1,0,Debt consolidation,2185.91,High
48892,54,Female,Bachelor,Divorced,5,Own,76275,Employed,379314,60,3.71,752,0.2,166409,4,0,Car purchase,7494.61,Low
73671,56,Female,Bachelor,Widowed,4,Rent,72539,Self-Employed,184358,36,4.0,796,0.3,56110,3,1,Car purchase,4323.4,Medium
44329,43,Male,High School,Widowed,3,Own,52040,Self-Employed,390918,48,3.26,772,0.27,93194,2,0,Education,8964.48,Low
34151,64,Male,PhD,Divorced,5,Rent,68200,Employed,148741,48,5.03,765,0.27,145641,2,0,Car purchase,8195.43,Low
77277,54,Female,High School,Married,1,Own,74153,Employed,340675,60,4.07,752,0.27,57212,1,0,Debt consolidation,11069.95,Low
52315,61,Female,High School,Married,4,Rent,56478,Employed,253511,60,3.14,782,0.3,35330,5,0,Car purchase,12308.46,Low
88251,35,Male,Master,Single,4,Rent,8387,Unemployed,82882,48,4.36,651,0.3,154534,5,1,Home improvement,2248.43,High
44552,22,Female,High School,Widowed,2,Rent,12392,Employed,67037,48,4.28,703,0.32,114258,2,1,Debt consolidation,1481.43,High
65519,38,Male,Master,Single,2,Own,67771,Self-Employed,146116,60,7.82,712,0.25,186284,2,0,Medical expenses,2948.8,Medium
82141,56,Female,High School,Divorced,0,Rent,89796,Self-Employed,189166,36,7.11,748,0.27,34882,4,0,Debt consolidation,4739.51,Medium
93828,65,Male,PhD,Single,1,Own,78607,Employed,167053,60,3.9,756,0.3,89830,5,0,Car purchase,10457.51,Low
56555,41,Male,High School,Divorced,5,Rent,91906,Employed,179411,60,5.25,760,0.27,67363,5,0,Home improvement,9479.17,Low
65548,65,Male,Bachelor,Married,4,Rent,49552,Self-Employed,324165,60,3.06,764,0.22,67424,5,0,Car purchase,9741.79,Low
37989,26,Male,High School,Widowed,0,Own,26085,Employed,89537,60,3.05,656,0.36,167756,2,0,Home improvement,1719.86,High
30409,28,Male,High School,Married,1,Rent,339,Unemployed,72173,60,4.12,659,0.26,24374,5,1,Medical expenses,2301.02,High
60073,65,Female,Master,Widowed,5,Own,8319,Self-Employed,163458,48,7.62,756,0.36,180644,1,1,Education,5011.31,High
70747,61,Male,Master,Widowed,0,Rent,1661,Employed,113350,36,6.96,702,0.4,148070,1,1,Medical expenses,2517.67,High
23305,30,Male,Master,Married,5,Rent,50940,Employed,147706,60,7.74,728,0.31,65724,2,0,Debt consolidation,3414.47,Medium
52467,47,Female,Master,Widowed,0,Rent,95386,Employed,170903,48,5.19,723,0.39,179173,2,1,Car purchase,3415.92,High
25310,25,Male,PhD,Single,3,Own,10316,Self-Employed,127231,36,7.07,721,0.4,48941,2,1,Car purchase,4252.95,High
44121,43,Female,High School,Single,3,Rent,54537,Employed,222777,36,5.77,715,0.29,108495,4,1,Medical expenses,7654.1,Medium
39034,47,Male,PhD,Single,3,Own,59784,Employed,171478,48,6.65,715,0.31,118456,4,1,Education,4860.2,Medium
63525,59,Female,Master,Widowed,1,Own,0,Unemployed,122833,60,6.18,678,0.21,48960,1,0,Home improvement,2679.81,High
85640,64,Male,Bachelor,Married,5,Rent,68407,Self-Employed,338903,48,7.57,780,0.4,52510,2,1,Car purchase,6967.82,High
14238,62,Female,Bachelor,Divorced,5,Rent,1087,Unemployed,72671,60,7.78,653,0.33,117416,2,1,Car purchase,3353.06,High
27897,63,Female,PhD,Single,0,Own,56509,Self-Employed,164427,36,7.72,724,0.3,89065,1,0,Car purchase,6041.95,Medium
11433,54,Male,Master,Widowed,1,Own,20051,Employed,113936,48,7.9,658,0.39,84337,5,1,Debt consolidation,2827.77,High
33782,38,Male,High School,Married,3,Rent,55426,Self-Employed,152643,48,5.67,761,0.27,160580,2,0,Education,7986.08,Low
33507,32,Female,Master,Divorced,5,Own,74443,Employed,137073,60,4.18,784,0.23,31247,3,0,Car purchase,2632.07,Medium
12633,60,Female,PhD,Divorced,5,Own,78253,Employed,176663,36,3.43,787,0.26,171785,2,0,Car purchase,12857.91,Low
51970,48,Male,Master,Single,3,Rent,59366,Self-Employed,205336,60,3.05,793,0.23,88591,5,0,Home improvement,7266.7,Low
23117,35,Male,High School,Widowed,0,Own,28687,Self-Employed,122585,36,4.64,654,0.4,25383,4,0,Car purchase,2652.81,High
83464,61,Female,Master,Widowed,2,Rent,5869,Unemployed,179778,48,5.46,729,0.36,118247,4,0,Education,4357.39,High
28793,29,Female,High School,Married,3,Rent,49940,Self-Employed,152083,60,5.53,711,0.33,10845,3,1,Medical expenses,3235.57,Medium
25258,59,Female,Master,Divorced,5,Own,58685,Self-Employed,244386,36,4.06,761,0.31,165237,4,1,Car purchase,9689.11,Medium
74934,44,Female,High School,Single,5,Own,84900,Self-Employed,362691,36,6.72,790,0.28,191748,5,0,Medical expenses,7468.12,Low
72732,29,Male,PhD,Divorced,1,Own,1617,Unemployed,55532,48,4.27,656,0.3,17603,1,0,Home improvement,1172.78,High
60164,51,Male,Bachelor,Widowed,5,Rent,108449,Employed,368410,60,4.35,772,0.3,102643,5,0,Medical expenses,10877.46,Low
58396,60,Male,PhD,Widowed,4,Own,69808,Self-Employed,339719,36,7.0,781,0.21,41647,5,1,Education,9455.68,Medium
56067,41,Female,Bachelor,Married,0,Own,101022,Self-Employed,335420,36,3.65,792,0.21,189981,2,1,Medical expenses,9397.75,Medium
44955,40,Male,PhD,Single,3,Rent,91111,Self-Employed,390918,48,7.41,751,0.24,177472,3,0,Home improvement,12640.26,Low
94993,30,Female,Bachelor,Married,2,Own,4520,Self-Employed,102126,60,7.42,658,0.4,166085,5,0,Debt consolidation,2758.33,High
43969,58,Female,High School,Married,5,Own,67487,Employed,212640,60,7.43,713,0.3,185287,3,0,Debt consolidation,5634.63,Medium
83240,59,Female,PhD,Single,2,Rent,50977,Employed,320599,60,3.15,768,0.25,121557,5,0,Car purchase,6984.43,Low
55667,52,Male,Master,Married,1,Rent,102232,Employed,187257,36,5.51,761,0.23,47543,5,0,Car purchase,8280.32,Low
69677,64,Male,Bachelor,Single,3,Own,60398,Employed,162913,60,3.87,759,0.21,183362,4,0,Car purchase,12924.4,Low
95507,49,Male,High School,Widowed,3,Own,55541,Employed,210144,60,3.08,758,0.3,195820,2,0,Car purchase,12954.76,Low
12874,27,Male,Bachelor,Divorced,5,Rent,21338,Self-Employed,62686,60,7.66,684,0.39,167166,2,0,Car purchase,2094.53,High
